1 0.155731 M
2 0.186646 M
3 0.175186 M
4 0.188309 M
5 0.18927 M
6 0.189774 M
7 0.19136 M
8 0.192368 M
9 0.194458 M
10 0.195679 M
11 0.196045 M
12 0.196442 M
13 0.197586 M
14 0.197601 M
15 0.198669 M
16 0.198685 M
17 0.199677 M
18 0.199814 M
19 0.188293 M
20 0.201233 M
21 0.201218 M
22 0.201233 M
23 0.201218 M
24 0.20224 M
25 0.189301 M
26 0.189316 M
27 0.189301 M
28 0.202454 M
29 0.202652 M
30 0.203232 M
31 0.203217 M
32 0.204437 M
33 0.204422 M
34 0.204437 M
35 0.191498 M
36 0.191513 M
37 0.204636 M
38 0.204651 M
39 0.204636 M
40 0.191727 M
41 0.191711 M
42 0.191727 M
43 0.204636 M
44 0.204651 M
45 0.204636 M
46 0.191727 M
47 0.191711 M
48 0.204651 M
49 0.204636 M
50 0.204651 M
51 0.204636 M
52 0.204651 M
53 0.204636 M
54 0.205475 M
55 0.20546 M
56 0.206558 M
57 0.206543 M
58 0.206558 M
59 0.206543 M
60 0.206558 M
61 0.207367 M
62 0.207382 M
63 0.208664 M
64 0.208679 M
65 0.208664 M
66 0.208679 M
67 0.208664 M
68 0.209503 M
69 0.209564 M
70 0.210648 M
71 0.210648 M
72 0.210648 M
73 0.210724 M
74 0.210724 M
75 0.210724 M
76 0.211975 M
77 0.215744 M
78 0.221878 M
79 0.220093 M
80 0.220078 M
81 0.220078 M
82 0.220078 M
83 0.220825 M
84 0.222473 M
85 0.222473 M
86 0.225281 M
87 0.225281 M
88 0.226364 M
89 0.226364 M
90 0.226364 M
91 0.226364 M
92 0.226501 M
93 0.228149 M
94 0.228149 M
95 0.229111 M
96 0.229141 M
97 0.230225 M
98 0.230225 M
99 0.230225 M
100 0.230225 M
101 0.231873 M
102 0.231873 M
103 0.232864 M
104 0.232864 M
105 0.233826 M
106 0.233994 M
107 0.235077 M
108 0.235077 M
109 0.235077 M
110 0.235077 M
111 0.235077 M
112 0.236725 M
113 0.236725 M
114 0.237717 M
115 0.237717 M
116 0.238022 M
117 0.244766 M
118 0.242966 M
119 0.242966 M
120 0.243362 M
121 0.243362 M
122 0.2435 M
123 0.244675 M
124 0.244675 M
125 0.244675 M
126 0.245132 M
127 0.245132 M
128 0.245697 M
129 0.245865 M
130 0.246338 M
131 0.248749 M
132 0.249832 M
133 0.249832 M
134 0.249832 M
135 0.249832 M
136 0.249832 M
137 0.249832 M
138 0.249832 M
139 0.250336 M
140 0.257751 M
141 0.255951 M
142 0.255951 M
143 0.255951 M
144 0.256119 M
145 0.256119 M
146 0.256332 M
147 0.256332 M
148 0.257004 M
149 0.257004 M
150 0.257507 M
151 0.258011 M
152 0.26239 M
153 0.263718 M
154 0.251877 M
155 0.251877 M
156 0.264801 M
157 0.264969 M
158 0.267929 M
159 0.269745 M
160 0.271881 M
161 0.272934 M
162 0.275711 M
163 0.277039 M
164 0.278366 M
165 0.266525 M
166 0.266525 M
167 0.26683 M
168 0.26683 M
169 0.279755 M
170 0.280594 M
171 0.280762 M
172 0.282028 M
173 0.282806 M
174 0.283722 M
175 0.284775 M
176 0.285934 M
177 0.287231 M
178 0.291702 M
179 0.289902 M
180 0.289902 M
181 0.290482 M
182 0.290482 M
183 0.290482 M
184 0.290482 M
185 0.290482 M
186 0.290482 M
187 0.295883 M
188 0.297073 M
189 0.297928 M
190 0.301971 M
191 0.30423 M
192 0.30632 M
193 0.29451 M
194 0.29451 M
195 0.307434 M
196 0.307602 M
197 0.308868 M
198 0.309662 M
199 0.310577 M
200 0.31163 M
201 0.31282 M
202 0.315384 M
203 0.31871 M
204 0.319229 M
205 0.321213 M
206 0.319412 M
207 0.322296 M
208 0.323074 M
209 0.323074 M
210 0.323914 M
211 0.324188 M
212 0.325089 M
213 0.326157 M
214 0.328827 M
215 0.329697 M
216 0.329681 M
217 0.329697 M
218 0.329681 M
219 0.33078 M
220 0.330765 M
221 0.332275 M
222 0.333984 M
223 0.335464 M
224 0.336609 M
225 0.337891 M
226 0.337875 M
227 0.337891 M
228 0.338425 M
229 0.335556 M
230 0.335541 M
231 0.340225 M
232 0.34021 M
233 0.342072 M
234 0.342651 M
235 0.342667 M
236 0.344009 M
237 0.345108 M
238 0.345367 M
239 0.345642 M
240 0.34581 M
241 0.345825 M
242 0.347153 M
243 0.347488 M
244 0.348557 M
245 0.349365 M
246 0.350204 M
247 0.35022 M
248 0.3508 M
249 0.351501 M
250 0.352158 M
