1 0 0
2 2 0
3 2 0
4 4 0
5 6 0
6 8 0
7 10 0
8 12 0
9 14 0
10 16 0
11 18 0
12 20 0
13 22 0
14 24 0
15 26 0
16 28 0
17 30 0
18 32 0
19 34 0
20 38 0
21 40 0
22 42 0
23 44 0
24 54 0
25 4 0
26 8 0
27 8 0
28 10 0
29 12 0
30 14 0
31 16 0
32 18 0
33 20 0
34 22 0
35 24 0
36 26 0
37 28 0
38 30 0
39 32 0
40 34 0
41 36 0
42 38 0
43 40 0
44 44 0
45 46 0
46 48 0
47 52 0
48 2 0
49 4 0
50 4 0
51 6 0
52 8 0
53 10 0
54 12 0
55 14 0
56 16 0
57 18 0
58 20 0
59 22 0
60 24 0
61 26 0
62 28 0
63 30 0
64 32 0
65 34 0
66 36 0
67 40 0
68 42 0
69 54 0
70 1 0
71 2 0
72 4 0
73 6 0
74 10 0
75 18 0
76 24 0
77 32 0
78 36 0
79 42 0
80 46 0
81 59 0
82 2 0
83 3 0
84 4 0
85 4 0
86 6 0
87 8 0
88 10 0
89 12 0
90 14 0
91 16 0
92 18 0
93 20 0
94 22 0
95 24 0
96 26 0
97 28 0
98 32 0
99 34 0
100 36 0
101 38 0
102 40 0
103 42 0
104 44 0
105 46 0
106 52 0
107 73 0
108 2 0
109 4 0
110 4 0
111 6 0
112 8 0
113 10 0
114 12 0
115 14 0
116 16 0
117 18 0
118 20 0
119 22 0
120 26 0
121 28 0
122 30 0
123 32 0
124 34 0
125 36 0
126 38 0
127 40 0
128 42 0
129 44 0
130 46 0
131 48 0
132 54 0
133 64 0
134 2 0
135 4 0
136 6 0
137 8 0
138 10 0
139 12 0
140 14 0
141 16 0
142 18 0
143 20 0
144 22 0
145 24 0
146 26 0
147 28 0
148 30 0
149 32 0
150 34 0
151 36 0
152 38 0
153 44 0
154 48 0
155 50 0
156 54 0
157 56 0
158 60 0
159 62 0
160 76 0
161 2 0
162 4 0
163 6 0
164 8 0
165 10 0
166 16 0
167 18 0
168 20 0
169 22 0
170 24 0
171 26 0
172 28 0
173 30 0
174 32 0
175 34 0
176 36 0
177 38 0
178 40 0
179 42 0
180 44 0
181 46 0
182 48 0
183 50 0
184 52 0
185 54 0
186 58 0
187 60 0
188 62 0
189 68 0
190 98 0
191 2 0
192 10 0
193 2 0
194 4 0
195 4 0
196 6 0
197 8 0
198 10 0
199 12 0
200 14 0
201 16 0
202 18 0
203 20 0
204 21 0
205 23 0
206 24 0
207 26 0
208 28 0
209 29 0
210 30 0
211 33 0
212 36 0
213 37 0
214 39 0
215 40 0
216 41 0
217 42 0
218 48 0
219 52 0
220 54 0
221 58 0
222 60 0
223 62 0
224 65 0
225 71 0
226 101 0
227 2 0
228 3 0
229 4 0
230 5 0
231 6 0
232 7 0
233 8 0
234 9 0
235 10 0
236 11 0
237 13 0
238 14 0
239 15 0
240 16 0
241 17 0
242 19 0
243 22 0
244 25 0
245 30 0
246 32 0
247 36 0
248 39 0
249 41 0
250 46 0
251 47 0
252 51 0
253 52 0
254 55 0
255 56 0
256 57 0
257 61 0
258 62 0
259 66 0
260 69 0
261 109 0
262 3 0
263 4 0
264 5 0
265 7 0
266 8 0
267 11 0
268 15 0
269 20 0
270 26 0
271 28 0
272 33 0
273 35 0
274 39 0
275 44 0
276 46 0
277 51 0
278 1 0
279 2 0
280 4 0
281 5 0
282 6 0
283 7 0
284 8 0
285 9 0
286 10 0
287 11 0
288 13 0
289 14 0
290 15 0
291 16 0
292 17 0
293 18 0
294 19 0
295 20 0
296 21 0
297 22 0
298 23 0
299 24 0
300 25 0
